timestamp,open,high,low,close,volume,EMA_20,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,SMA_50,SMA_200
2025-05-06 08:00:00,0.3085,0.3085,0.2991,0.3014,3628733.13,,,,,,,,,,,,
2025-05-06 12:00:00,0.3014,0.3054,0.2979,0.3009,3761011.57,,,,,,,,,,,,
2025-05-06 16:00:00,0.3009,0.3069,0.2995,0.3037,2795314.68,,,,,,,,,,,,
2025-05-06 20:00:00,0.3037,0.3092,0.2946,0.3084,3882898.61,,,,,,,,,,,,
2025-05-07 00:00:00,0.3084,0.3119,0.304,0.3072,4126099.99,,,,,,0.2982835772182526,0.30432000000000003,0.31035642278174747,3.9671548250180266,0.7385518794929596,,
2025-05-07 04:00:00,0.3072,0.3089,0.3044,0.3085,2916767.08,,,,,,0.299779328896844,0.30574,0.311700671103156,3.8991764918924656,0.7315175550064019,,
2025-05-07 08:00:00,0.3085,0.3103,0.3059,0.3078,1942397.16,,,,,,0.30357508815342343,0.30712,0.3106649118465766,2.308486485137126,0.5959121170610646,,
2025-05-07 12:00:00,0.3078,0.3082,0.3012,0.3018,3189677.3,,,,,,0.30171271445012326,0.30673999999999996,0.31176728554987665,3.2778806480254894,0.008681180829174172,,
2025-05-07 16:00:00,0.3018,0.3107,0.2985,0.3017,10093645.12,,,,,,0.2993826916316347,0.3054,0.3114173083683653,3.9406079688050304,0.1925535660219822,,
2025-05-07 20:00:00,0.3017,0.313,0.3009,0.3108,3528940.84,,,,,,0.2987125442964538,0.30612,0.31352745570354623,4.839576442928412,0.8158979403521458,,
2025-05-08 00:00:00,0.3108,0.3261,0.3105,0.3259,6064071.66,,,,,,0.2918546907606545,0.3096,0.32734530923934546,11.463378061592685,0.9592763017017237,,
2025-05-08 04:00:00,0.3259,0.3322,0.3252,0.3307,5395307.98,,,,,,0.290002191993483,0.31418,0.33835780800651705,15.39105481349356,0.8416356022751748,,
2025-05-08 08:00:00,0.3307,0.3334,0.3293,0.3319,5384922.2,,,,,,0.29636322169419704,0.3202,0.3440367783058029,14.888681015492155,0.7454190715267861,,
2025-05-08 12:00:00,0.3319,0.349,0.3317,0.3458,7628470.61,,,,,,0.30649200852272895,0.32902,0.351547991477271,13.693995184044148,0.8724255670313468,,
2025-05-08 16:00:00,0.3458,0.3567,0.3443,0.3542,5585143.75,,90.86369961350161,,,,0.31653890362008635,0.3377,0.35886109637991365,12.53248230969123,0.8898663779931082,,
2025-05-08 20:00:00,0.3542,0.3671,0.3526,0.3626,4585972.67,,92.20926097892598,,,,0.3202024155763893,0.34504,0.36987758442361074,14.396930456532996,0.8534965337311012,,
2025-05-09 00:00:00,0.3626,0.3685,0.3602,0.361,3792830.8,,89.50525859294832,,,,0.3285327671169018,0.3511,0.3736672328830982,12.85515971694571,0.719344570317582,,
2025-05-09 04:00:00,0.361,0.3814,0.3608,0.3773,5533105.23,,92.05981481650451,,,,0.33935370892357497,0.36018,0.38100629107642503,11.564379519365332,0.9110189360452073,,
2025-05-09 08:00:00,0.3773,0.3932,0.3686,0.3787,14323989.49,,92.23465040931525,,,,0.3475372634622441,0.36676000000000003,0.38598273653775594,10.48246075785577,0.8105697249855207,,
2025-05-09 12:00:00,0.3787,0.3851,0.3705,0.3752,6833586.63,0.329775,87.07278870159655,,,,0.35580290265255343,0.37096,0.3861170973474466,8.171823025364771,0.6398684689689036,,
2025-05-09 16:00:00,0.3752,0.3794,0.3704,0.3728,6172083.36,0.33387261904761906,83.61709520082772,,,,0.3603553173230811,0.37299999999999994,0.38564468267691876,6.779990711484621,0.4920915374031095,,
2025-05-09 20:00:00,0.3728,0.3789,0.3721,0.3786,1883212.17,0.3381323696145125,85.15084954279179,,,,0.3720239572955801,0.37652,0.38101604270441997,2.3882092342610988,0.731314528880606,,
2025-05-10 00:00:00,0.3786,0.3845,0.3728,0.3807,2456505.62,0.3421864296512256,85.67381317991953,,,,0.37155588802379264,0.3772,0.3828441119762073,2.9926362546168317,0.8100576330478729,,
2025-05-10 04:00:00,0.3807,0.392,0.3764,0.39,3357353.35,0.3467401030177755,87.73405920947967,,,,0.367598398084577,0.37946,0.39132160191542303,6.251832559649509,0.9442907490553779,,
2025-05-10 08:00:00,0.39,0.4023,0.3847,0.3927,11340012.29,0.35111723606370165,88.26184048875726,,,,0.36821491268252493,0.38295999999999997,0.397705087317475,7.700588739019761,0.8302794954783596,,
2025-05-10 12:00:00,0.3927,0.4176,0.3927,0.4168,14574297.49,0.3573727373909682,91.69632421686308,0.03391926478074042,,,0.36453512901775365,0.39176,0.41898487098224635,13.898749735678146,0.9598736210050155,,
2025-05-10 16:00:00,0.4168,0.4432,0.4145,0.4355,21483401.38,0.36481342906801884,93.32767662940371,0.03605191350393133,,,0.36295072779957366,0.40313999999999994,0.4433292722004262,19.938121843739786,0.9025949989666249,,
2025-05-10 20:00:00,0.4355,0.4974,0.4295,0.4841,28432559.62,0.3761740548710647,95.69490265828918,0.04118886719299619,,,0.35493384464204764,0.42382,0.4927061553579523,32.50726976450019,0.9375334904870778,,
2025-05-11 00:00:00,0.4841,0.505,0.4634,0.4796,23859966.58,0.38602414488334424,92.42515849386115,0.04438518285032067,,,0.3707830440337246,0.44173999999999997,0.5126969559662754,32.12611761048373,0.7667814556334281,,
2025-05-11 04:00:00,0.4796,0.4841,0.4543,0.4586,16067792.09,0.39293613108493053,78.88002013725371,0.044708391039388784,,,0.40350492049991615,0.45492,0.5063350795000838,22.604009276393143,0.5357871662922744,,
2025-05-11 08:00:00,0.4586,0.4709,0.4557,0.4665,6607394.27,0.3999422138387467,80.06368976661277,0.045082318924962006,,,0.43031921830647224,0.46486,0.49940078169352775,14.860724387354367,0.5237400533455114,,
2025-05-11 12:00:00,0.4665,0.4665,0.4425,0.4467,7868273.22,0.4043953363302946,69.54365238622397,0.04328203656836027,,,0.4397647480348188,0.4671,0.49443525196518123,11.704239762441112,0.12685546074378778,,
2025-05-11 16:00:00,0.4467,0.462,0.44,0.4539,7471428.21,0.4091100662035999,71.03411299904552,0.04195267533092745,,,0.43848830090578145,0.46105999999999997,0.4836316990942185,9.791219838727509,0.341394305982178,,
2025-05-11 20:00:00,0.4539,0.4571,0.4461,0.4514,2903131.88,0.4131376789461142,69.75759663038883,0.040233629628312784,-0.0009668459072360927,0.041200475535548876,0.4419325836425227,0.45542,0.4689074163574773,5.923067215966492,0.35097219906867794,,
2025-05-12 00:00:00,0.4514,0.4612,0.4471,0.4601,5481240.02,0.4176102809512462,71.66583972640942,0.039122313141896015,-0.0016625299149222866,0.0407848430568183,0.44190036179923853,0.45572,0.4695396382007615,6.0649689286234905,0.6584701399693174,,
2025-05-12 04:00:00,0.4601,0.4805,0.4486,0.463,13999821.91,0.4219331113368418,72.29341217733425,0.03803712429194672,-0.0021981750118972646,0.04023529930384399,0.4432533352219099,0.45502000000000004,0.46678666477809017,5.171933004303164,0.8390935388445406,,
2025-05-12 08:00:00,0.463,0.4735,0.4533,0.4553,7576217.26,0.4251109102571426,67.98754811958831,0.036139188591365945,-0.003276888569982435,0.03941607716134838,0.4482957356744388,0.45674000000000003,0.46518426432556126,3.69762417373614,0.4147350234145858,,
2025-05-12 12:00:00,0.4553,0.4682,0.4367,0.4397,10131019.58,0.42650034737550996,60.168572556065385,0.032995914881892574,-0.005136129823564643,0.03813204470545722,0.43762486559195446,0.45389999999999997,0.4701751344080455,7.1712423036111534,0.06375168265952048,,
2025-05-12 16:00:00,0.4397,0.4467,0.4154,0.4267,8861720.08,0.4265193619111757,54.539520917887536,0.029120177190631147,-0.007209494011860856,0.036329671202492,0.42149843413058996,0.44896,0.4764215658694101,12.233413163493434,0.09470628685460689,,
2025-05-12 20:00:00,0.4267,0.4347,0.424,0.4305,2755396.45,0.4268984703005875,55.84004696529352,0.026054910598439007,-0.0082198084832424,0.03427471908168141,0.414981318633978,0.44304,0.47109868136602195,12.666432541541154,0.2765397483150175,,
2025-05-13 00:00:00,0.4305,0.4307,0.4066,0.4092,4392649.1,0.4252129017005315,47.61708078904098,0.021657281096311987,-0.010093950388295539,0.031751231484607526,0.4019225561023338,0.43228,0.4626374438976662,14.045268759908486,0.11986259321104574,,
2025-05-13 04:00:00,0.4092,0.4227,0.4078,0.4192,2717124.5,0.42464024439571896,51.24693928251013,0.018762759052237454,-0.010390777945896056,0.02915353699813351,0.4044203876005398,0.42506000000000005,0.4456996123994603,9.711387756768584,0.35803996977789004,,
2025-05-13 08:00:00,0.4192,0.4306,0.4192,0.4281,3220055.91,0.42496974492946,54.28327506934403,0.016991122019959892,-0.009729931982538895,0.026721054002498787,0.40723536843391767,0.42273999999999995,0.43824463156608223,7.335303764054636,0.6728515759034704,,
2025-05-13 12:00:00,0.4281,0.4322,0.4205,0.4314,3867409.15,0.4255821501742733,55.39261162989446,0.01567270415113886,-0.008838679881087944,0.024511384032226805,0.40681849354298516,0.42368000000000006,0.44054150645701495,7.959547987639206,0.7289237921795593,,
